row,source_protein,target_protein,source_ensg,target_ensg,source_symbol,target_symbol
5774,COMPLEX:P38571,P51449,ENSG00000107798,ENSG00000143365,LIPA,RORC
5775,COMPLEX:P15538,P04150,ENSG00000160882,ENSG00000113580,CYP11B1,NR3C1
5776,COMPLEX:P15538,P08235,ENSG00000160882,ENSG00000151623,CYP11B1,NR3C2
5777,COMPLEX:Q8TF42,P03372,ENSG00000154127,ENSG00000091831,UBASH3B,ESR1
5778,COMPLEX:Q8TF42,O75469,ENSG00000154127,ENSG00000144852,UBASH3B,NR1I2
5779,COMPLEX:Q8TF42,Q07869,ENSG00000154127,ENSG00000186951,UBASH3B,PPARA
5780,COMPLEX:Q9UBM7,P55055,ENSG00000172893,ENSG00000131408,DHCR7,NR1H2
5781,COMPLEX:Q9UBM7,Q13133,ENSG00000172893,ENSG00000025434,DHCR7,NR1H3
5782,COMPLEX:P08686,P08235,ENSG00000206338,ENSG00000151623,CYP21A2,NR3C2
5783,COMPLEX:P08686,P08235,ENSG00000198457,ENSG00000151623,CYP21A2,NR3C2
5784,COMPLEX:P08686,P08235,ENSG00000231852,ENSG00000151623,CYP21A2,NR3C2
5785,COMPLEX:P08686,P08235,ENSG00000233151,ENSG00000151623,CYP21A2,NR3C2
5786,COMPLEX:P08686,P08235,ENSG00000235134,ENSG00000151623,CYP21A2,NR3C2
5787,COMPLEX:P08686,P08235,ENSG00000232414,ENSG00000151623,CYP21A2,NR3C2
5788,COMPLEX:P49888,Q07869,ENSG00000109193,ENSG00000186951,SULT1E1,PPARA
5789,COMPLEX:P49888,P37231,ENSG00000109193,ENSG00000132170,SULT1E1,PPARG
5790,COMPLEX:Q06520,Q07869,ENSG00000105398,ENSG00000186951,SULT2A1,PPARA
5791,COMPLEX:Q06520,P37231,ENSG00000105398,ENSG00000132170,SULT2A1,PPARG
5792,COMPLEX:P50225,Q07869,ENSG00000196502,ENSG00000186951,SULT1A1,PPARA
5793,COMPLEX:P50225,P37231,ENSG00000196502,ENSG00000132170,SULT1A1,PPARG
5794,COMPLEX:P18405,P10275,ENSG00000145545,ENSG00000169083,SRD5A1,AR
5795,COMPLEX:P31213,P10275,ENSG00000277893,ENSG00000169083,SRD5A2,AR
5796,COMPLEX:Q9H8P0,P10275,ENSG00000128039,ENSG00000169083,SRD5A3,AR
5797,COMPLEX:P11086,P35348,ENSG00000141744,ENSG00000120907,PNMT,ADRA1A
5798,COMPLEX:P11086,P35368,ENSG00000141744,ENSG00000170214,PNMT,ADRA1B
5799,COMPLEX:P11086,P25100,ENSG00000141744,ENSG00000171873,PNMT,ADRA1D
5800,COMPLEX:P11086,P08913,ENSG00000141744,ENSG00000150594,PNMT,ADRA2A
5801,COMPLEX:P11086,P18089,ENSG00000141744,ENSG00000274286,PNMT,ADRA2B
5802,COMPLEX:P11086,P18825,ENSG00000141744,ENSG00000184160,PNMT,ADRA2C
5803,COMPLEX:P11086,P08588,ENSG00000141744,ENSG00000043591,PNMT,ADRB1
5804,COMPLEX:P11086,P07550,ENSG00000141744,ENSG00000169252,PNMT,ADRB2
5805,COMPLEX:P11086,P13945,ENSG00000141744,ENSG00000188778,PNMT,ADRB3
5806,COMPLEX:P11511,P03372,ENSG00000137869,ENSG00000091831,CYP19A1,ESR1
5807,COMPLEX:P11511,Q92731,ENSG00000137869,ENSG00000140009,CYP19A1,ESR2
5808,COMPLEX:P11511,Q99527,ENSG00000137869,ENSG00000164850,CYP19A1,GPER1
5809,COMPLEX:P11511,O75469,ENSG00000137869,ENSG00000144852,CYP19A1,NR1I2
5810,COMPLEX:P14061,P03372,ENSG00000108786,ENSG00000091831,HSD17B1,ESR1
5811,COMPLEX:P14061,Q92731,ENSG00000108786,ENSG00000140009,HSD17B1,ESR2
5812,COMPLEX:P14061,Q99527,ENSG00000108786,ENSG00000164850,HSD17B1,GPER1
5813,COMPLEX:P14061,O75469,ENSG00000108786,ENSG00000144852,HSD17B1,NR1I2
5814,Q6UWK7,Q9UGT4,ENSG00000188373,ENSG00000099994,GPR15LG,SUSD2
5815,COMPLEX:P19113,P35367,ENSG00000140287,ENSG00000196639,HDC,HRH1
5816,COMPLEX:P19113,P25021,ENSG00000140287,ENSG00000113749,HDC,HRH2
5817,COMPLEX:P19113,Q9Y5N1,ENSG00000140287,ENSG00000101180,HDC,HRH3
5818,COMPLEX:P19113,Q9H3N8,ENSG00000140287,ENSG00000134489,HDC,HRH4
5819,COMPLEX:P14679,P51810,ENSG00000077498,ENSG00000101850,TYR,GPR143
5820,P17931,Q12866,ENSG00000131981,ENSG00000153208,LGALS3,MERTK
5821,COMPLEX:P09960,Q13304,ENSG00000111144,ENSG00000144230,LTA4H,GPR17
5822,COMPLEX:P09960,Q15722,ENSG00000111144,ENSG00000213903,LTA4H,LTB4R
5823,COMPLEX:P09960,Q15722,ENSG00000111144,ENSG00000285456,LTA4H,LTB4R
5824,COMPLEX:P09960,Q9NPC1,ENSG00000111144,ENSG00000213906,LTA4H,LTB4R2
5825,COMPLEX:P09960,Q9NPC1,ENSG00000111144,ENSG00000285203,LTA4H,LTB4R2
5826,COMPLEX:P16444,Q9Y271,ENSG00000015413,ENSG00000173198,DPEP1,CYSLTR1
5827,COMPLEX:Q9H4A9,Q9Y271,ENSG00000167261,ENSG00000173198,DPEP2,CYSLTR1
5828,COMPLEX:Q9H4B8,Q9Y271,ENSG00000141096,ENSG00000173198,DPEP3,CYSLTR1
5829,COMPLEX:P18054,Q9Y271,ENSG00000108839,ENSG00000173198,ALOX12,CYSLTR1
5830,COMPLEX:P18054,P25090,ENSG00000108839,ENSG00000171049,ALOX12,FPR2
5831,COMPLEX:P46597,P48039,ENSG00000196433,ENSG00000168412,ASMT,MTNR1A
5832,COMPLEX:P46597,P48039,ENSG00000292336,ENSG00000168412,ASMT,MTNR1A
5833,COMPLEX:P46597,P49286,ENSG00000196433,ENSG00000134640,ASMT,MTNR1B
5834,COMPLEX:P46597,P49286,ENSG00000292336,ENSG00000134640,ASMT,MTNR1B
5835,Q9HB63,Q16620,ENSG00000074527,ENSG00000148053,NTN4,NTRK2
5836,Q9HB63,Q8IZJ1,ENSG00000074527,ENSG00000107731,NTN4,UNC5B
5837,Q9HB63,Q6UXZ4,ENSG00000074527,ENSG00000156687,NTN4,UNC5D
5838,COMPLEX:P09172,P35348,ENSG00000123454,ENSG00000120907,DBH,ADRA1A
5839,COMPLEX:P09172,P35368,ENSG00000123454,ENSG00000170214,DBH,ADRA1B
5840,COMPLEX:P09172,P25100,ENSG00000123454,ENSG00000171873,DBH,ADRA1D
5841,COMPLEX:P09172,P08913,ENSG00000123454,ENSG00000150594,DBH,ADRA2A
5842,COMPLEX:P09172,P18089,ENSG00000123454,ENSG00000274286,DBH,ADRA2B
5843,COMPLEX:P09172,P18825,ENSG00000123454,ENSG00000184160,DBH,ADRA2C
5844,COMPLEX:P09172,P08588,ENSG00000123454,ENSG00000043591,DBH,ADRB1
5845,COMPLEX:P09172,P07550,ENSG00000123454,ENSG00000169252,DBH,ADRB2
5846,COMPLEX:P09172,P13945,ENSG00000123454,ENSG00000188778,DBH,ADRB3
5847,Q6X4W1,P30968,ENSG00000165802,ENSG00000109163,NSMF,GNRHR
5848,COMPLEX:Q16647,P43119,ENSG00000124212,ENSG00000160013,PTGIS,PTGIR
5849,COMPLEX:P42330,Q13258,ENSG00000196139,ENSG00000168229,AKR1C3,PTGDR
5850,COMPLEX:P42330,Q9Y5Y4,ENSG00000196139,ENSG00000183134,AKR1C3,PTGDR2
5851,COMPLEX:O14684,P34995,ENSG00000148344,ENSG00000160951,PTGES,PTGER1
5852,COMPLEX:O14684,P43116,ENSG00000148344,ENSG00000125384,PTGES,PTGER2
5853,COMPLEX:O14684,P43115,ENSG00000148344,ENSG00000050628,PTGES,PTGER3
5854,COMPLEX:O14684,P35408,ENSG00000148344,ENSG00000171522,PTGES,PTGER4
5855,COMPLEX:Q9H7Z7,P34995,ENSG00000148334,ENSG00000160951,PTGES2,PTGER1
5856,COMPLEX:Q9H7Z7,P43116,ENSG00000148334,ENSG00000125384,PTGES2,PTGER2
5857,COMPLEX:Q9H7Z7,P43115,ENSG00000148334,ENSG00000050628,PTGES2,PTGER3
5858,COMPLEX:Q9H7Z7,P35408,ENSG00000148334,ENSG00000171522,PTGES2,PTGER4
5859,COMPLEX:Q15185,P34995,ENSG00000110958,ENSG00000160951,PTGES3,PTGER1
5860,COMPLEX:Q15185,P43116,ENSG00000110958,ENSG00000125384,PTGES3,PTGER2
5861,COMPLEX:Q15185,P43115,ENSG00000110958,ENSG00000050628,PTGES3,PTGER3
5862,COMPLEX:Q15185,P35408,ENSG00000110958,ENSG00000171522,PTGES3,PTGER4
5863,COMPLEX:P15121,P43088,ENSG00000085662,ENSG00000122420,AKR1B1,PTGFR
5864,COMPLEX:P16152,P43088,ENSG00000159228,ENSG00000122420,CBR1,PTGFR
5865,COMPLEX:Q8TBF2,P43088,ENSG00000157870,ENSG00000122420,PRXL2B,PTGFR
5866,O00584,Q9NR97,ENSG00000026297,ENSG00000101916,RNASET2,TLR8
5867,COMPLEX:P20711,P08908,ENSG00000132437,ENSG00000178394,DDC,HTR1A
5868,COMPLEX:P20711,P28222,ENSG00000132437,ENSG00000135312,DDC,HTR1B
5869,COMPLEX:P20711,P28221,ENSG00000132437,ENSG00000179546,DDC,HTR1D
5870,COMPLEX:P20711,P28566,ENSG00000132437,ENSG00000168830,DDC,HTR1E
5871,COMPLEX:P20711,P30939,ENSG00000132437,ENSG00000179097,DDC,HTR1F
5872,COMPLEX:P20711,P28223,ENSG00000132437,ENSG00000102468,DDC,HTR2A
5873,COMPLEX:P20711,P41595,ENSG00000132437,ENSG00000135914,DDC,HTR2B
5874,COMPLEX:P20711,P28335,ENSG00000132437,ENSG00000147246,DDC,HTR2C
5875,COMPLEX:P20711,P46098,ENSG00000132437,ENSG00000166736,DDC,HTR3A
5876,COMPLEX:P20711,O95264,ENSG00000132437,ENSG00000149305,DDC,HTR3B
5877,COMPLEX:P20711,Q8WXA8,ENSG00000132437,ENSG00000178084,DDC,HTR3C
5878,COMPLEX:P20711,Q70Z44,ENSG00000132437,ENSG00000186090,DDC,HTR3D
5879,COMPLEX:P20711,A5X5Y0,ENSG00000132437,ENSG00000186038,DDC,HTR3E
5880,COMPLEX:P20711,Q13639,ENSG00000132437,ENSG00000164270,DDC,HTR4
5881,COMPLEX:P20711,P47898,ENSG00000132437,ENSG00000157219,DDC,HTR5A
5882,COMPLEX:P20711,P50406,ENSG00000132437,ENSG00000158748,DDC,HTR6
5883,COMPLEX:P20711,P34969,ENSG00000132437,ENSG00000148680,DDC,HTR7
5884,COMPLEX:P20711,P21728,ENSG00000132437,ENSG00000184845,DDC,DRD1
5885,COMPLEX:P20711,P14416,ENSG00000132437,ENSG00000149295,DDC,DRD2
5886,COMPLEX:P20711,P35462,ENSG00000132437,ENSG00000151577,DDC,DRD3
5887,COMPLEX:P20711,P21917,ENSG00000132437,ENSG00000276825,DDC,DRD4
5888,COMPLEX:P20711,P21917,ENSG00000132437,ENSG00000069696,DDC,DRD4
5889,COMPLEX:P20711,P21918,ENSG00000132437,ENSG00000169676,DDC,DRD5
5890,Q6ZMC9,P16070,ENSG00000197046,ENSG00000026508,SIGLEC15,CD44
5891,O43914,P16070,ENSG00000011600,ENSG00000026508,TYROBP,CD44
5892,M5A8F1,Q15758,ENSG00000233056,ENSG00000105281,ERVH48-1,SLC1A5
5893,Q7Z5A9,P46091,ENSG00000183662,ENSG00000283448,TAFA1,CMKLR2
5894,Q7Z5A9,P46091,ENSG00000183662,ENSG00000183671,TAFA1,CMKLR2
5895,Q7Z5A7,P25090,ENSG00000219438,ENSG00000171049,TAFA5,FPR2
5896,Q7Z5A7,O95136,ENSG00000219438,ENSG00000267534,TAFA5,S1PR2
5897,COMPLEX:P51857,P10275,ENSG00000122787,ENSG00000169083,AKR1D1,AR
5898,COMPLEX:Q53GQ0,P10275,ENSG00000149084,ENSG00000169083,HSD17B12,AR
5899,COMPLEX:P37058,P10275,ENSG00000130948,ENSG00000169083,HSD17B3,AR
5900,COMPLEX:P24557,P21731,ENSG00000059377,ENSG00000006638,TBXAS1,TBXA2R
5901,O00294,Q06418,ENSG00000112041,ENSG00000092445,TULP1,TYRO3
5902,Q92765,Q9GZT5,ENSG00000162998,ENSG00000135925,FRZB,WNT10A
5903,O95813,P04628,ENSG00000147869,ENSG00000125084,CER1,WNT1
5904,Q6FHJ7,P04628,ENSG00000106483,ENSG00000125084,SFRP4,WNT1
5905,Q5T4F7,P04628,ENSG00000120057,ENSG00000125084,SFRP5,WNT1
5906,Q9Y5W5,P04628,ENSG00000156076,ENSG00000125084,WIF1,WNT1
5907,O95813,Q9UBV4,ENSG00000147869,ENSG00000002745,CER1,WNT16
5908,Q8N474,Q9UBV4,ENSG00000104332,ENSG00000002745,SFRP1,WNT16
5909,Q96HF1,Q9UBV4,ENSG00000145423,ENSG00000002745,SFRP2,WNT16
5910,Q92765,Q9UBV4,ENSG00000162998,ENSG00000002745,FRZB,WNT16
5911,Q6FHJ7,Q9UBV4,ENSG00000106483,ENSG00000002745,SFRP4,WNT16
5912,Q5T4F7,Q9UBV4,ENSG00000120057,ENSG00000002745,SFRP5,WNT16
5913,Q9Y5W5,Q9UBV4,ENSG00000156076,ENSG00000002745,WIF1,WNT16
5914,O95813,P09544,ENSG00000147869,ENSG00000105989,CER1,WNT2
5915,Q96HF1,P09544,ENSG00000145423,ENSG00000105989,SFRP2,WNT2
5916,Q92765,P09544,ENSG00000162998,ENSG00000105989,FRZB,WNT2
5917,Q6FHJ7,P09544,ENSG00000106483,ENSG00000105989,SFRP4,WNT2
5918,Q5T4F7,P09544,ENSG00000120057,ENSG00000105989,SFRP5,WNT2
5919,Q9Y5W5,P09544,ENSG00000156076,ENSG00000105989,WIF1,WNT2
5920,O95813,Q93097,ENSG00000147869,ENSG00000134245,CER1,WNT2B
5921,Q8N474,Q93097,ENSG00000104332,ENSG00000134245,SFRP1,WNT2B
5922,Q96HF1,Q93097,ENSG00000145423,ENSG00000134245,SFRP2,WNT2B
5923,Q92765,Q93097,ENSG00000162998,ENSG00000134245,FRZB,WNT2B
5924,Q6FHJ7,Q93097,ENSG00000106483,ENSG00000134245,SFRP4,WNT2B
5925,Q5T4F7,Q93097,ENSG00000120057,ENSG00000134245,SFRP5,WNT2B
5926,Q9Y5W5,Q93097,ENSG00000156076,ENSG00000134245,WIF1,WNT2B
5927,O95813,P56703,ENSG00000147869,ENSG00000277626,CER1,WNT3
5928,O95813,P56703,ENSG00000147869,ENSG00000277641,CER1,WNT3
5929,O95813,P56703,ENSG00000147869,ENSG00000108379,CER1,WNT3
5930,Q8N474,P56703,ENSG00000104332,ENSG00000277626,SFRP1,WNT3
5931,Q8N474,P56703,ENSG00000104332,ENSG00000277641,SFRP1,WNT3
5932,Q8N474,P56703,ENSG00000104332,ENSG00000108379,SFRP1,WNT3
5933,Q96HF1,P56703,ENSG00000145423,ENSG00000277626,SFRP2,WNT3
5934,Q96HF1,P56703,ENSG00000145423,ENSG00000277641,SFRP2,WNT3
5935,Q96HF1,P56703,ENSG00000145423,ENSG00000108379,SFRP2,WNT3
5936,Q92765,P56703,ENSG00000162998,ENSG00000277626,FRZB,WNT3
5937,Q92765,P56703,ENSG00000162998,ENSG00000277641,FRZB,WNT3
5938,Q92765,P56703,ENSG00000162998,ENSG00000108379,FRZB,WNT3
5939,Q6FHJ7,P56703,ENSG00000106483,ENSG00000277626,SFRP4,WNT3
5940,Q6FHJ7,P56703,ENSG00000106483,ENSG00000277641,SFRP4,WNT3
5941,Q6FHJ7,P56703,ENSG00000106483,ENSG00000108379,SFRP4,WNT3
5942,Q5T4F7,P56703,ENSG00000120057,ENSG00000277626,SFRP5,WNT3
5943,Q5T4F7,P56703,ENSG00000120057,ENSG00000277641,SFRP5,WNT3
5944,Q5T4F7,P56703,ENSG00000120057,ENSG00000108379,SFRP5,WNT3
5945,Q9Y5W5,P56703,ENSG00000156076,ENSG00000277626,WIF1,WNT3
5946,Q9Y5W5,P56703,ENSG00000156076,ENSG00000277641,WIF1,WNT3
5947,Q9Y5W5,P56703,ENSG00000156076,ENSG00000108379,WIF1,WNT3
5948,O95813,P56704,ENSG00000147869,ENSG00000154342,CER1,WNT3A
5949,Q6FHJ7,P56704,ENSG00000106483,ENSG00000154342,SFRP4,WNT3A
5950,Q5T4F7,P56704,ENSG00000120057,ENSG00000154342,SFRP5,WNT3A
5951,O95813,P56705,ENSG00000147869,ENSG00000162552,CER1,WNT4
5952,Q92765,P56705,ENSG00000162998,ENSG00000162552,FRZB,WNT4
5953,Q6FHJ7,P56705,ENSG00000106483,ENSG00000162552,SFRP4,WNT4
5954,Q5T4F7,P56705,ENSG00000120057,ENSG00000162552,SFRP5,WNT4
5955,O95813,Q9Y6F9,ENSG00000147869,ENSG00000115596,CER1,WNT6
